"scientific_name","taxocode","a3_code","isscaap","english_name"
"Pterocaesio tessellata","1700011104","TET",33,"One-stripe fusilier"
"Pterocaesio spp","17000111XX","TZX",33,""
"Caesio caerulaurea","1700011201","CJC",33,"Blue and gold fusilier"
"Caesio cuning","1700011202","CJU",33,"Redbelly yellowtail fusilier"
"Caesio varilineata","1700011203","CJV",33,"Variable-lined fusilier"
"Caesio lunaris","1700011204","CJZ",33,"Lunar fusilier"
"Caesio suevica","1700011205","FJR",33,"Suez fusilier"
"Caesio spp","17000112XX","FUS",33,"Fusiliers Caesio nei"
"Caesionidae","17000XXXXX","CJX",33,"Fusiliers nei"
"Centropomus unionensis","1700102501","EPJ",33,"Union snook"
"Centropomus armatus","1700102502","EPU",33,"Armed snook"
"Centropomus ensiferus","1700102503","EPN",33,"Swordspine snook"
"Centropomus medius","1700102504","EPD",33,"Blackfin snook"
"Centropomus nigrescens","1700102506","EPG",33,"Black snook"
"Centropomus parallelus","1700102507","EPP",33,"Fat snook"
"Centropomus pectinatus","1700102508","EPS",33,"Tarpon snook"
"Centropomus robalito","1700102509","EPL",33,"Yellowfin snook"
"Centropomus undecimalis","1700102510","SNO",33,"Common snook"
"Centropomus viridis","1700102511","JPV",33,"White snook"
"Centropomus mexicanus","1700102512","JPM",33,"Largescale fat snook"
"Centropomus spp","17001025XX","ROB",33,"Snooks(=Robalos) nei"
"Lates calcarifer","1700116701","GIP",25,"Barramundi(=Giant seaperch)"
"Lates angustifrons","1700116703","LTG",13,"Tanganyika lates"
"Lates macrophthalmus","1700116704","LTO",13,"Albert lates"
"Lates mariae","1700116705","LSM",13,"Bigeye lates"
"Lates microlepis","1700116706","LSL",13,"Forktail lates"
"Lates niloticus","1700116707","NIP",13,"Nile perch"
"Lates spp","17001167XX","PEX",13,"Freshwater perches nei"
"Hypopterus macropterus","1700117501","HYK",33,""
"Psammoperca waigiensis","1700118001","PWG",33,"Waigieu seaperch"
"Aethaloperca rogaa","1700200101","EHG",33,"Redmouth grouper"
"Anyperodon leucogrammicus","1700200201","AYG",33,"Slender grouper"
"Aporops bilinearis","1700200301","OSB",33,""
"Aulacocephalus temmincki","1700200401","UFT",33,"Goldribbon soapfish"
"Bathyanthias mexicanus","1700200501","BMX",33,"Yellowtail bass"
"Belonoperca chabanaudi","1700200601","BPH",33,"Arrowhead soapfish"
"Caesioperca lepidoptera","1700200701","IPL",33,"Butterfly perch"
"Caesioscorpis theagenes","1700200801","ITH",33,""
"Caprodon longimanus","1700200901","RNL",33,"Pink maomao"
"Chelidoperca hirundinacea","1700201001","HDD",33,""
"Cratinus agassizii","1700201101","RTZ",33,"Graery threadfin seabass"
"Diploprion bifasciatum","1700201301","DLB",33,"Barred soapfish"
"Ellerkeldia jamesoni","1700201401","EKJ",33,""
"Epinephelides armatus","1700201901","EFU",33,""
"Mycteroperca bonaci","1700204001","MAB",33,"Black grouper"
"Mycteroperca acutirostris","1700204002","MTI",33,"Comb grouper"
"Mycteroperca jordani","1700204003","MKJ",33,"Gulf grouper"
"Mycteroperca microlepis","1700204004","MKM",33,"Gag"
"Mycteroperca cidi","1700204005","MKC",33,"Venezuelan grouper"
"Mycteroperca phenax","1700204006","MKH",33,"Scamp"
"Mycteroperca rubra","1700204007","MKU",33,"Mottled grouper"
"Mycteroperca tigris","1700204008","MKT",33,"Tiger grouper"
"Mycteroperca venenosa","1700204009","MKV",33,"Yellowfin grouper"
"Mycteroperca xenarcha","1700204010","GBS",33,"Broomtail grouper"
"Mycteroperca fusca","1700204011","MKF",33,"Island grouper"
"Mycteroperca interstitialis","1700204012","MKN",33,"Yellowmouth grouper"
"Mycteroperca rosacea","1700204013","MKR",33,"Leopard grouper"
"Mycteroperca spp","17002040XX","GPB",33,"Brazilian groupers nei"
"Epinephelus marginatus","1700204201","GPD",33,"Dusky grouper"
"Epinephelus aeneus","1700204202","GPW",33,"White grouper"
"Epinephelus undulosus","1700204204","EIU",33,"Wavy-lined grouper"
"Epinephelus akaara","1700204205","EPA",33,"Hong Kong grouper"
"Epinephelus diacanthus","1700204207","ELD",33,"Spinycheek grouper"
"Epinephelus lanceolatus","1700204208","EEN",33,"Giant grouper"
"Epinephelus maculatus","1700204209","EEC",33,"Highfin grouper"
"Epinephelus merra","1700204211","EER",33,"Honeycomb grouper"
"Epinephelus septemfasciatus","1700204215","EIF",33,"Convict grouper"
"Epinephelus sexfasciatus","1700204216","EFX",33,"Sixbar grouper"
"Epinephelus stoliczkae","1700204218","EPZ",33,"Epaulet grouper"
"Epinephelus tauvina","1700204219","EPT",33,"Greasy grouper"
"Epinephelus striatus","1700204220","GPN",33,"Nassau grouper"
"Epinephelus adscensionis","1700204221","EFD",33,"Rock hind"
"Epinephelus analogus","1700204222","GPS",33,"Spotted grouper"
"Epinephelus drummondhayi","1700204223","EED",33,"Speckled hind"
"Epinephelus flavolimbatus","1700204224","EEL",33,"Yellowedge grouper"
"Epinephelus guttatus","1700204225","EEU",33,"Red hind"
"Epinephelus labriformis","1700204226","EEB",33,"Starry grouper"
"Epinephelus morio","1700204228","GPR",33,"Red grouper"
"Epinephelus mystacinus","1700204229","EEY",33,"Misty grouper"
"Epinephelus niveatus","1700204230","EFV",33,"Snowy grouper"
"Epinephelus quernus","1700204231","EEQ",33,"Hawaiian grouper"
"Epinephelus caninus","1700204232","EFJ",33,"Dogtooth grouper"
"Epinephelus fasciatus","1700204233","EEA",33,"Blacktip grouper"
"Epinephelus goreensis","1700204234","EEG",33,"Dungat grouper"
"Epinephelus morrhua","1700204235","EEP",33,"Comet grouper"
"Epinephelus nigritus","1700204236","ELG",33,"Warsaw grouper"
"Epinephelus albomarginatus","1700204238","EFB",33,"White-edged grouper"
"Epinephelus andersoni","1700204239","EFN",33,"Catface grouper"
"Epinephelus areolatus","1700204240","EPR",33,"Areolate grouper"
"Epinephelus itajara","1700204243","EET",33,"Jewfish"
"Epinephelus malabaricus","1700204244","MAR",33,"Malabar grouper"
"Epinephelus rivulatus","1700204245","EPV",33,"Halfmoon grouper"
"Epinephelus flavocaeruleus","1700204246","EEV",33,"Blue-and-yellow grouper"
"Epinephelus acanthistius","1700204250","EFC",33,"Rooster hind"
"Epinephelus amblycephalus","1700204251","EFY",33,"Banded grouper"
"Epinephelus awoara","1700204252","EFW",33,"Yellow grouper"
"Epinephelus bleekeri","1700204253","EFK",33,"Duskytail grouper"
"Epinephelus bruneus","1700204254","EFE",33,"Longtooth grouper"
"Epinephelus chlorostigma","1700204255","EFH",33,"Brownspotted grouper"
"Epinephelus cifuentesi","1700204256","EPF",33,"Olive grouper"
"Epinephelus coioides","1700204257","ENI",33,"Orange-spotted grouper"
"Epinephelus costae","1700204258","EPK",33,"Goldblotch grouper"
"Epinephelus cyanopodus","1700204259","EPY",33,"Speckled blue grouper"
"Epinephelus daemelii","1700204260","ESE",33,"Saddletail grouper"
"Epinephelus fasciatomaculosus","1700204261","EEF",33,"Rock grouper"
"Epinephelus haifensis","1700204262","EEI",33,"Haifa grouper"
"Epinephelus heniochus","1700204263","EEE",33,"Bridled grouper"
"Epinephelus hexagonatus","1700204264","EEX",33,"Starspotted grouper"
"Epinephelus latifasciatus","1700204265","EES",33,"Striped grouper"
"Epinephelus macrospilos","1700204266","EEM",33,"Snubnose grouper"
"Epinephelus magniscuttis","1700204267","EEJ",33,"Speckled grouper"
"Epinephelus polyphekadion","1700204269","EEK",33,"Camouflage grouper"
"Epinephelus quoyanus","1700204270","EFQ",33,"Longfin grouper"
"Epinephelus stictus","1700204271","EIT",33,"Black-dotted grouper"
"Epinephelus trimaculatus","1700204272","EIR",33,"Threespot grouper"
"Epinephelus caeruleopunctatus","1700204273","EWC",33,"Whitespotted grouper"
"Epinephelus fuscoguttatus","1700204274","EWF",33,"Brown-marbled grouper"
"Epinephelus irroratus","1700204275","EWI",33,"Marquesan grouper"
"Epinephelus miliaris","1700204276","EWM",33,"Netfin grouper"
"Epinephelus multinotatus","1700204277","EWU",33,"White-blotched grouper"
"Epinephelus octofasciatus","1700204278","EWO",33,"Eightbar grouper"
"Epinephelus poecilonotus","1700204279","EWP",33,"Dot-dash grouper"
"Epinephelus retouti","1700204280","EWR",33,"Red-tipped grouper"
"Epinephelus tuamotuensis","1700204281","EWT",33,"Reticulate grouper"
"Epinephelus tukula","1700204282","EWL",33,"Potato grouper"
"Epinephelus epistictus","1700204283","EWE",33,"Dotted grouper"
"Epinephelus polylepis","1700204284","EWY",33,"Smallscaled grouper"
"Epinephelus summana","1700204285","EWS",33,"Summan grouper"
"Epinephelus radiatus","1700204286","EZR",33,"Oblique-banded grouper"
"Epinephelus posteli","1700204287","EWG",33,"Striped-fin grouper"
"Epinephelus faveatus","1700204288","EWV",33,"Barred-chest grouper"
"Epinephelus longispinis","1700204289","EWW",33,"Longspine grouper"
"Epinephelus spp","17002042XX","GPX",33,"Groupers nei"
"Serranus cabrilla","1700206101","CBR",33,"Comber"
"Serranus scriba","1700206102","SRK",33,"Painted comber"
"Serranus hepatus","1700206109","SRJ",33,"Brown comber"
"Serranus atrobranchus","1700206110","RNB",33,"Blackear bass"
"Serranus fasciatus","1700206111","RNF",33,""
"Serranus subligarius","1700206112","ERB",33,"Belted sandfish"
"Serranus atricauda","1700206113","WSA",33,"Blacktail comber"
"Serranus spp","17002061XX","BAS",33,"Combers nei"
"Giganthias immaculatus","1700206201","GGJ",33,""
"Grammistes sexlineatus","1700206301","GSE",33,"Goldenstriped soapfish"
"Grammistops ocellatus","1700206401","GMA",33,"Ocellate soapfish"
"Hemanthias aureorubens","1700206501","HNE",33,"Streamer bass"
"Holanthias borbonius","1700206601","HNB",33,"Checked swallowtail"
"Hypoplectrodes huntii","1700206701","HHN",33,"Redbanded perch"
"Jeboehlkia gladifer","1700207001","JBG",33,""
"Lepidoperca pulchella","1700207201","LDP",33,"Orange perch"
"Liopropoma africanum","1700207301","LFU",33,"African basslet"
"Liopropoma eukrines","1700207302","LMK",33,"Wrasse bass"
"Luzonichthys earlei","1700207401","LZE",33,""
"Mirolabrichthys flavoguttatus","1700207501","MIF",33,""
"Anthias anthias","1700208001","AHN",33,"Swallowtail seaperch"
"Centropristis striata","1700208102","BSB",33,"Black seabass"
"Alphestes afer","1700209201","LSF",33,"Mutton hamlet"
"Alphestes multiguttatus","1700209203","LST",33,"Rivulated mutton hamlet"
"Othos dentex","1700209301","OTE",33,""
"Cephalopholis cruentata","1700211501","CFL",33,"Graysby"
"Cephalopholis fulva","1700211502","CFJ",33,"Coney"
"Cephalopholis argus","1700211504","CFF",33,"Peacock hind"
"Cephalopholis sonnerati","1700211505","EFT",33,"Tomato hind"
"Cephalopholis taeniops","1700211506","EFA",33,"Bluespotted seabass"
"Cephalopholis nigri","1700211507","CFQ",33,"Niger hind"
"Cephalopholis cyanostigma","1700211508","CFY",33,"Bluespotted hind"
"Cephalopholis hemistiktos","1700211509","CFH",33,"Yellowfin hind"
"Cephalopholis microprion","1700211510","CFM",33,"Freckled hind"
"Cephalopholis miniata","1700211511","CFI",33,"Coral hind"
"Cephalopholis sexmaculata","1700211514","CFX",33,"Sixblotch hind"
